tweet_topic,user_id,user_URL,created_at,URL,tweet_text,sentiment,pos_possibility,neg_possibility,neu_possibility,state,gender,age
wearing-mask-australia,Andrisycwow, https://twitter.com/Andrisycwow,2020-07-16 22:53:26,https://twitter.com/i/web/status/1283897559291846657,"RT @MissJessiiee: I felt like drawing Flutterbat, so here is a Chibi Flutterbat wearing her face mask designed by @Techycutie 💞  If you hav…",neutral,0.10089,0.09637,0.80273,,,
wearing-mask-australia,Michael99283826, https://twitter.com/Michael99283826,2020-07-16 22:54:25,https://twitter.com/i/web/status/1283897806676082688,RT @ChloeSalsameda: #NEW: Georgia Gov. Brian Kemp is suing Atlanta for requiring residents to wear face masks in public.  Kemp banned Georg…,neutral,0.07019,0.32886,0.60107,,,
wearing-mask-australia,Mydnight_Ryder, https://twitter.com/Mydnight_Ryder,2020-07-16 22:45:38,https://twitter.com/i/web/status/1283895597733380096,"RT @GeorgeTakei: If RBG can stay on the Supreme Court despite multiple cancers and infection for the good of the whole country, you can wea…",positive,0.51855,0.03293,0.44849,,,
wearing-mask-australia,sydqthekid, https://twitter.com/sydqthekid,2020-07-16 23:00:37,https://twitter.com/i/web/status/1283899368190296064,RT @GinethBahena: if you live in madera... wear a fucking mask😃,negative,0.0046,0.84131,0.15405,,,
wearing-mask-australia,Distinct_Vibes, https://twitter.com/Distinct_Vibes,2020-07-16 22:15:29,https://twitter.com/i/web/status/1283888007792275456,RT @erigganewmoney: Those guys you see not wearing face mask  “Are the same people who don’t like using condoms”,negative,0.0354,0.9292,0.0354,,,
wearing-mask-australia,pixiekat666, https://twitter.com/pixiekat666,2020-07-16 22:55:59,https://twitter.com/i/web/status/1283898202714861568,RT @SethMacFarlane: Ever hear the expression “Your right to swing your fist ends where my nose begins?” It means your right to do whatever…,neutral,0.02527,0.36328,0.61133,Western Australia,Female,(25-32)
wearing-mask-australia,RealmRubber, https://twitter.com/RealmRubber,2020-07-16 22:21:27,https://twitter.com/i/web/status/1283889509243908098,RT @HoneyFarron: Wear your mask x https://t.co/VTgbiB5nAc,neutral,0.03177,0.16858,0.7998,,,
wearing-mask-australia,MatildaGrewUp, https://twitter.com/MatildaGrewUp,2020-07-16 22:56:05,https://twitter.com/i/web/status/1283898227788378112,"RT @DominicPettman: This morning, the young barista woman told me that a customer came in with a mask, but not wearing it. When she asked t…",neutral,0.04785,0.11865,0.8335,,,
wearing-mask-australia,DaddySaurusFlex, https://twitter.com/DaddySaurusFlex,2020-07-16 23:03:24,https://twitter.com/i/web/status/1283900069134176257,@HayleyMinogueTV I feel like it’s gonna resemble Tokyo everywhere after this. Lots of people wearing masks and it’s just the norm.,negative,0.00871,0.73584,0.25562,,,
wearing-mask-australia,Breathslow1, https://twitter.com/Breathslow1,2020-07-16 22:44:55,https://twitter.com/i/web/status/1283895415859867650,"@AP Why is this that hard for you Americans ? Just wear the mask , it’s not hard and if you do we all get back to normal.",negative,0.01008,0.68652,0.30322,,,
wearing-mask-australia,RobertLessley, https://twitter.com/RobertLessley,2020-07-16 22:56:01,https://twitter.com/i/web/status/1283898211388669952,@Georgia_AG @GovKemp Is it! Suing a mayor for trying to keep businesses from getting sued. Ignorant people such as yourself most likely do not wear masks and if not forced to wear them they will not putting lives in danger. If any one should be sued it's you and the governor,negative,0.00172,0.94092,0.05759,Western Australia,,
wearing-mask-australia,VCaeruleum, https://twitter.com/VCaeruleum,2020-07-16 22:20:47,https://twitter.com/i/web/status/1283889341216022535,RT @its_shambers: wait so schools can't regulate if students wear masks but can tell young women that their jeans are too tight and their s…,negative,0.00416,0.79346,0.20264,,,
wearing-mask-australia,BartlikesBart, https://twitter.com/BartlikesBart,2020-07-16 22:31:57,https://twitter.com/i/web/status/1283892151168798720,RT @NYGovCuomo: Wearing a mask is about respect.  We launched a national campaign to encourage every American to wear a mask. Stop the Spre…,neutral,0.26416,0.07526,0.66064,Western Australia,,
wearing-mask-australia,browniepoint_, https://twitter.com/browniepoint_,2020-07-16 22:32:33,https://twitter.com/i/web/status/1283892305418686464,RT @notjoss: so schools can’t force students to wear a mask... but they can force girls to cover up when they wear a spaghetti strap tank t…,negative,0.01953,0.96094,0.01953,,,
wearing-mask-australia,pxllyxnn, https://twitter.com/pxllyxnn,2020-07-16 22:16:28,https://twitter.com/i/web/status/1283888256606765063,"Alls I’m saying is, I wear a mask for an entire 8 hour shift, 1 hour on the bus into work and 1 hour on the bus home, then about 2 hours it I go shopping ... don’t moan about having to wear one for you 20 minute Asda trip when you’re on the sick for no reason what’s so ever.",negative,0.00907,0.7251,0.26611,New South Wales,,
wearing-mask-australia,michaelnarraco1, https://twitter.com/michaelnarraco1,2020-07-16 22:33:05,https://twitter.com/i/web/status/1283892439300751360,Australian people are modern and traditional the government to suggest that we have all got to wear a stupid mask is impractical.i have a nice new box of scented masks of surgical quality I haven't used 1yet.if anyone else comes to near me I just  Walk away.bye. https://t.co/XEd8ZgzP2B,negative,0.00392,0.89014,0.10583,,,
wearing-mask-australia,Chrissyhansard, https://twitter.com/Chrissyhansard,2020-07-16 22:43:09,https://twitter.com/i/web/status/1283894972358381568,RT @QuentinDempster: This doesn’t work as television. Alan Jones’ nightly rant rails against politicians who’ve surrendered “to scientists”…,negative,0.00197,0.90967,0.08844,Queensland,,
wearing-mask-australia,mercenarygraphi, https://twitter.com/mercenarygraphi,2020-07-16 22:43:34,https://twitter.com/i/web/status/1283895074716151808,RT @HKrassenstein: BREAKING: Publix grocery stores will now require all customers to wear masks while shopping.  Thank you Publix.  In your…,negative,0.01709,0.96582,0.01709,Victoria,Female,(8-12)
wearing-mask-australia,mercenarygraphi, https://twitter.com/mercenarygraphi,2020-07-16 22:43:56,https://twitter.com/i/web/status/1283895168626638848,"RT @Fahrenthold: At a (packed) meeting, parents (without masks) demand to know why their kids have to wear masks to school. Great story by…",positive,0.73926,0.01086,0.24963,Victoria,Female,(8-12)
wearing-mask-australia,mercenarygraphi, https://twitter.com/mercenarygraphi,2020-07-16 22:48:20,https://twitter.com/i/web/status/1283896276388470784,"RT @JoyceWhiteVance: When your leaders fail you, you have to succeed on your own. Wear a mask AND social distance. Patronize places that of…",negative,0.01329,0.78857,0.19812,Victoria,Female,(8-12)
wearing-mask-australia,OBPmatters, https://twitter.com/OBPmatters,2020-07-16 22:51:05,https://twitter.com/i/web/status/1283896967114952704,"@TBTimes_Rays If he was tested and it came back negative, why should he have to wear a mask? If he's not sick he's not gonna get others sick.  If you're a perfectly healthy individual, you shouldn't have to wear a mask.",negative,0.00794,0.70947,0.28271,,,
wearing-mask-australia,klynzin, https://twitter.com/klynzin,2020-07-16 22:34:49,https://twitter.com/i/web/status/1283892873705005067,RT @erigganewmoney: Those guys you see not wearing face mask  “Are the same people who don’t like using condoms”,negative,0.0354,0.9292,0.0354,,,
wearing-mask-australia,lbdg4, https://twitter.com/lbdg4,2020-07-16 22:49:50,https://twitter.com/i/web/status/1283896652625932288,"@GovKemp You can still put food on the table while wearing a mask you moron.  How do doctors and nurses still put food in the table when they have to wear masks all day?  If you ever need surgery, please ask your surgeon not to wear a mask if you think it doesn’t help so much",negative,0.0014,0.9502,0.04849,,,
wearing-mask-australia,LansingDave, https://twitter.com/LansingDave,2020-07-16 22:35:07,https://twitter.com/i/web/status/1283892951597281280,"@abducted_cow This also would not apply to personal situations.  A person is always the expert on themselves. YOU are always the expert on YOU, your experiences, your feelings.    This applies to data-driven situations, like the recommendation to wear masks during a pandemic.",negative,0.02156,0.57666,0.40186,Western Australia,,
wearing-mask-australia,sydneyschoone, https://twitter.com/sydneyschoone,2020-07-16 22:35:40,https://twitter.com/i/web/status/1283893089254494209,"RT @perlmutations: Sure, wearing a mask is about 60% likely to protect you from contracting the virus but it’s 100% certain to prevent you…",negative,0.03052,0.93896,0.03052,New South Wales,,
wearing-mask-australia,_SunshineRenee_, https://twitter.com/_SunshineRenee_,2020-07-16 22:57:09,https://twitter.com/i/web/status/1283898493925388289,"RT @DominicPettman: This morning, the young barista woman told me that a customer came in with a mask, but not wearing it. When she asked t…",neutral,0.04785,0.11865,0.8335,,,
wearing-mask-australia,nik_nik19163049, https://twitter.com/nik_nik19163049,2020-07-16 22:18:17,https://twitter.com/i/web/status/1283888714305818625,"RT @DrZoeHyde: Hey @AFL, there's good evidence for the effectiveness of masks to help prevent the spread of #COVID19. We need to get the co…",neutral,0.14734,0.14844,0.7041,,,
wearing-mask-australia,Pseudep10378039, https://twitter.com/Pseudep10378039,2020-07-16 22:21:09,https://twitter.com/i/web/status/1283889437173141505,RT @TheBabylonBee: Study Finds Connection Between Wearing A Mask And Being A Big Sissy https://t.co/1cLB1m4kQC,negative,0.0081,0.80273,0.18921,,,
wearing-mask-australia,_ellahayes, https://twitter.com/_ellahayes,2020-07-16 22:44:09,https://twitter.com/i/web/status/1283895221218979840,RT @notjoss: so schools can’t force students to wear a mask... but they can force girls to cover up when they wear a spaghetti strap tank t…,negative,0.01953,0.96094,0.01953,New South Wales,,
wearing-mask-australia,t0ri_x, https://twitter.com/t0ri_x,2020-07-16 22:55:11,https://twitter.com/i/web/status/1283897998800453632,"someone said “I’ve been wearing the same lil mask since March, ima get the rona” 😭😭",negative,0.00438,0.81006,0.18555,Victoria,,
wearing-mask-australia,Janwa20007240, https://twitter.com/Janwa20007240,2020-07-16 22:46:04,https://twitter.com/i/web/status/1283895706659348480,"RT @BardsFM: I am going to make this really simple...  ANY Corporate leader, ANY politician, ANY FAKE news person or outlet, ANY Hollywood…",negative,0.01352,0.7749,0.21143,Western Australia,,
wearing-mask-australia,DevinEmpty, https://twitter.com/DevinEmpty,2020-07-16 22:10:08,https://twitter.com/i/web/status/1283886662100164609,"RT @perlmutations: Sure, wearing a mask is about 60% likely to protect you from contracting the virus but it’s 100% certain to prevent you…",negative,0.03052,0.93896,0.03052,New South Wales,,
wearing-mask-australia,DevinEmpty, https://twitter.com/DevinEmpty,2020-07-16 22:40:59,https://twitter.com/i/web/status/1283894427401039872,RT @jumblejim: See this hat? Wore it for a year in a place w/triple digit temps much of the year &amp; where not wearing it made it a lot easie…,negative,0.0109,0.65137,0.33789,New South Wales,,
wearing-mask-australia,Sharen_39, https://twitter.com/Sharen_39,2020-07-16 22:56:08,https://twitter.com/i/web/status/1283898240287440896,"@WhiteHouse @realDonaldTrump Not 1 person wearing a mask and zero social distancing! WTF is wrong with you people!!! Such bad leadership, it’s embarrassing",negative,0.00126,0.96826,0.03065,,,
wearing-mask-australia,MeganDunn_Snoco, https://twitter.com/MeganDunn_Snoco,2020-07-16 22:47:20,https://twitter.com/i/web/status/1283896023488671745,"RT @GeorgeTakei: If RBG can stay on the Supreme Court despite multiple cancers and infection for the good of the whole country, you can wea…",positive,0.51514,0.03317,0.45142,,,
wearing-mask-australia,pennyjmelton, https://twitter.com/pennyjmelton,2020-07-16 22:54:38,https://twitter.com/i/web/status/1283897860124221440,RT @aubrey_huff: If you’re wearing a mask then you shouldn’t care if I don’t. Since you know....masks work.,neutral,0.0273,0.46265,0.50977,Victoria,,
wearing-mask-australia,LisaSwedenburg1, https://twitter.com/LisaSwedenburg1,2020-07-16 22:54:54,https://twitter.com/i/web/status/1283897927086280704,RT @kingmanmarie39: Refrigerator trucks being brought in for dead bodies in HARD hit AZ. And they still dont wear masks.  Are they crazy or…,negative,0.00511,0.81396,0.18066,New South Wales,,
wearing-mask-australia,GeoffGrimes, https://twitter.com/GeoffGrimes,2020-07-16 22:14:28,https://twitter.com/i/web/status/1283887751364923392,RT @CoreyRForrester: I keep seeing people saying “I thought y’all liberals believed in ‘my body my choice!’” Trying to compare abortion rig…,negative,0.00962,0.56543,0.42505,,,
